"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"610","This is such an illuminating read, I am taking my time with this one. 
#bookstagrammer #bookphotograph
#bibliophile… https://t.co/VbSsab9xV3",FALSE,0,NA,2019-09-12 21:50:52,TRUE,NA,"1172266351588728832",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","reggaequeen217",0,FALSE,FALSE,NA,NA
"611","“One of the most consistent and consequential trends the surveys have recorded is the continuing improvements in su… https://t.co/STGBNAPBMd",FALSE,2,NA,2019-09-12 21:50:49,TRUE,NA,"1172266339844665351",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RiceUNews",4,FALSE,FALSE,NA,NA
"612","Looking forward to my panel ""Managing Generational Diversity on Your Security Dream Team"" at (ISC)² Security Congre… https://t.co/GWbertEGzj",FALSE,2,NA,2019-09-12 21:50:04,TRUE,NA,"1172266148869656576",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","charcuteriecoma",0,FALSE,FALSE,NA,NA
"613","Congratulations to all the nominees of #XConBoston. #TriNet is proud to support the #biotech community and we look… https://t.co/8iGeKI2iKl",FALSE,2,NA,2019-09-12 21:46:02,TRUE,NA,"1172265134888296451",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TriNet",0,FALSE,FALSE,NA,NA
"614","#Diversity &amp; #Inclusion training is intended to help people recognize biases, prevent discrimination, and ultimatel… https://t.co/rwJO69E5mp",FALSE,1,NA,2019-09-12 21:43:01,TRUE,NA,"1172264376457486336",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","GoNovoEd",1,FALSE,FALSE,NA,NA
"615","In case you missed my interview, here is the link again. :)

Adventure, You Say? Let's Do It, Carola Schmidt! - Cup… https://t.co/Kl15lIKlmf",FALSE,7,NA,2019-09-12 21:42:34,TRUE,NA,"1172264264280809472",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","_CarolaSchmidt",3,FALSE,FALSE,NA,NA
"616","Game players and watchers are seeking out and creating welcoming spaces where support, #diversity and positivity ru… https://t.co/4UpaVglNRE",FALSE,11,NA,2019-09-12 21:41:26,TRUE,NA,"1172263977486864390",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HP_Newsroom",3,FALSE,FALSE,NA,NA
"617","A daily reminder that #Diversity is our greatest strength &amp; anyone daring to say otherwise is a hater, a xenophobe,… https://t.co/TJ209HFjGT",FALSE,4,NA,2019-09-12 21:41:02,TRUE,NA,"1172263875552714752",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RedPillBulgaria",0,FALSE,FALSE,NA,NA
"618","What can be done to boost diversity in RegTech?

Maria Scott, founder and CEO of TAINA Technology, the RegTech star… https://t.co/Qlg4MXsxlh",FALSE,0,NA,2019-09-12 21:39:00,TRUE,NA,"1172263364002603009",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Fintech_Global",0,FALSE,FALSE,NA,NA
"619","Diversity - Anthony Drake &amp; Chelsea Wiggill discuss diversity in the workplace and the potential risks of quotas an… https://t.co/6dMbGvpKN1",FALSE,0,NA,2019-09-12 21:38:33,TRUE,NA,"1172263250391494657",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Wynn_Williams",0,FALSE,FALSE,NA,NA
"620","We included in our JBS news today: 
https://t.co/c2fyx8awpl #Muslim #Christian #Jewish #Mosques #Churches… https://t.co/MZhdqzNEt5",FALSE,0,NA,2019-09-12 21:33:52,TRUE,NA,"1172262071653797894",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JBSTVORG",0,FALSE,FALSE,NA,NA
"621","@UN Secretary-General @antonioguterres launches #UN Plan of Action to safeguard #religious sites. Watch our clip:… https://t.co/VGybCaYPku",FALSE,0,"UN",2019-09-12 21:32:58,TRUE,NA,"1172261845383577601","14159148","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JBSTVORG",0,FALSE,FALSE,NA,NA
"622","Diversity and Unity works. 
We have to work it. 

#elxn43 #Unity #Diversity @NDP @bcndp #bcpoli #cdnpoli… https://t.co/FgYRX7gY44",FALSE,0,NA,2019-09-12 21:32:15,TRUE,NA,"1172261664613437447",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Manitowan",0,FALSE,FALSE,NA,NA
"623","Enough, time to protect ourselves from #Diversity https://t.co/5A3aPy8ojX",FALSE,0,NA,2019-09-12 21:31:03,FALSE,NA,"1172261365995753472",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","StormHavenMedi1",0,FALSE,FALSE,NA,NA
"624","Perhaps a woman? #Equality #Diversity https://t.co/IYTuaQz5yA",FALSE,2,NA,2019-09-12 21:29:38,FALSE,NA,"1172261007932166145",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","equalityofarms",0,FALSE,FALSE,NA,NA
"625","White copy editor quits when the @PatriotLedger decides to use N-word in story. He protested, managers said decisio… https://t.co/U9OOAVnRFj",FALSE,2,NA,2019-09-12 21:29:17,TRUE,NA,"1172260918455078927",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SPJDiversity",2,FALSE,FALSE,NA,NA
"626","Somehow i think i already knew was going to be another Notch on the #Diversity crime notch of stats, what sort of m… https://t.co/9xPnWFSlMj",FALSE,14,NA,2019-09-12 21:26:21,TRUE,NA,"1172260179628437505",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TOMMORBRITISH1",10,FALSE,FALSE,NA,NA
"627","Amazing panel on #diversity, #inclusion, and #disabilities. It all starts with the words we use. (Why do the signs… https://t.co/yD2zCcajHL",FALSE,3,NA,2019-09-12 21:25:09,TRUE,NA,"1172259879253348353",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","DortchOnIT",2,FALSE,FALSE,NA,NA
"628","How #MicroInternships Can Bring #Diversity, New Perspectives, and Talent to Employers https://t.co/3F1O8rSR3q #GigE2019 #DEI #gigeconomy",FALSE,0,NA,2019-09-12 21:24:59,FALSE,NA,"1172259838958669825",NA,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>","ParkerDeweyLLC",0,FALSE,FALSE,NA,NA
"629","Welcome to the Farmers Insurance Agency! Let me be your favorite insurance lady! I am Pamela Sanders and I've been… https://t.co/nW3adf80na",FALSE,0,NA,2019-09-12 21:24:38,TRUE,NA,"1172259747636088835",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","psandersFARMINS",0,FALSE,FALSE,NA,NA
"630","When I discuss the importance of #Diversity in #romance and #erotica, it is NOT an invitation for right-wing snowfl… https://t.co/2Ay7RO3B4S",FALSE,5,NA,2019-09-12 21:24:33,TRUE,NA,"1172259727797030927",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CPells2",0,FALSE,FALSE,NA,NA
"631","#Diversity is like an #amazing #floralarrangement... the more #variety, the #richer the ##experience!",FALSE,0,NA,2019-09-12 21:21:10,FALSE,NA,"1172258878479831045",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","CasertaDesign",0,FALSE,FALSE,NA,NA
"632","This personalized macaroon took longer to make than to it took to consume. #AdodeForAll #AdobeLife #diversity… https://t.co/Q3P9RtpeXu",FALSE,1,NA,2019-09-12 21:20:16,TRUE,NA,"1172258651001753620",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dejmejia",0,FALSE,FALSE,NA,NA
"633","21 diversity and inclusion influencers you should know - Culture Amp Blog https://t.co/7HQl9d9ClD… https://t.co/1TRrwEX34Q",FALSE,0,NA,2019-09-12 21:20:04,TRUE,NA,"1172258600825294855",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","theurbanlabz",0,FALSE,FALSE,NA,NA
"634","Excited to be at the #ASCO20 education committee meeting with @GeriOncMD presenting our ideas for the Patient and… https://t.co/myHyfwRS2M",FALSE,25,NA,2019-09-12 21:18:43,TRUE,NA,"1172258262399488017",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maryam_lustberg",4,FALSE,FALSE,NA,NA
"635","@SilkFred Just on your website and I’m thinking “Where are your models/Women of colour?!!”... #Diversity #WomenOfColour <U+0001F914>",FALSE,0,"SilkFred",2019-09-12 21:15:21,FALSE,NA,"1172257413254328320","53038322","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chaz_cabral",0,FALSE,FALSE,NA,NA
"636","American newsrooms should employ more people of color, annual ASNE survey finds | via @Poynter |… https://t.co/xdbU2iyLNn",FALSE,0,NA,2019-09-12 21:15:11,TRUE,NA,"1172257372540145665",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","BeyondBylines",0,FALSE,FALSE,NA,NA
"637","A diverse workforce is a superior workforce #IMOS19 Hear from speakers @chanisimms, @npowerorg and @stephkayaks… https://t.co/GMZle0aPF9",FALSE,2,NA,2019-09-12 21:15:02,TRUE,NA,"1172257334330048518",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","InfosecurityMag",2,FALSE,FALSE,NA,NA
"638","I can take or leave most studies but my lived and observed experiences support these HBR results. #Diversity… https://t.co/sbt0faR1Cu",FALSE,2,NA,2019-09-12 21:14:48,TRUE,NA,"1172257273642672130",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","tmrasberry",2,FALSE,FALSE,NA,NA
"639","Celebrities are partly responsible for our image obsessed culture. If they really want to make a difference they co… https://t.co/pwAa3d2bXh",FALSE,1,NA,2019-09-12 21:13:50,TRUE,NA,"1172257030867947548",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mindful2move",1,FALSE,FALSE,NA,NA
"640","A little boy up in the balcony said hello to me in Korean. Can’t get any diverse than this! aha #toronto #canada #diversity",FALSE,0,NA,2019-09-12 21:11:46,FALSE,NA,"1172256509834739713",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vBlush_",0,FALSE,FALSE,NA,NA
"641","The great @JohnCroft2 giving out the #Diversity award at @FT  #ftinnovativelawyers awards.  @ElevateServices https://t.co/TLxpNeUJWq",FALSE,7,NA,2019-09-12 21:11:39,FALSE,NA,"1172256480663343125",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","craigjconte",3,FALSE,FALSE,NA,NA
"642","<U+2066>@DowNewsroom<U+2069> Supplier Diversity Leader talking about the importance of this effort in our overall inclusion strat… https://t.co/TzSQ1HdiQK",FALSE,13,NA,2019-09-12 21:10:50,TRUE,NA,"1172256275712872450",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KarenS_Carter",3,FALSE,FALSE,NA,NA
"643","Great #NHS message fabulously sung by the highly talented Carla Santos and filmed with some of our excellent… https://t.co/MNV4K8687Y",FALSE,0,NA,2019-09-12 21:10:18,TRUE,NA,"1172256143542018048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","petepetit",0,FALSE,FALSE,NA,NA
"644","Tonight was brilliant, launching the Hampshire arm of our #techtalent and #Diversity networking groups. Incredible… https://t.co/NnIcyxX8zK",FALSE,3,NA,2019-09-12 21:08:57,TRUE,NA,"1172255804663173126",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RobJGlobalRes",1,FALSE,FALSE,NA,NA
"645","Want to learn more about the 9/20 roundtable webinar? Visit https://t.co/jydxo2ilBY for speaker and panelists bios,… https://t.co/OXMxQIQ2g2",FALSE,0,NA,2019-09-12 21:08:48,TRUE,NA,"1172255763869421568",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","UOPXNewsNow",0,FALSE,FALSE,NA,NA
"646","#MaitreyiRamakrishnan, the #actress in @mindykaling’s new @netflix series, is a 17-year-old Tamil-Canadian trying t… https://t.co/Zzt26bDzHz",FALSE,1,NA,2019-09-12 21:06:01,TRUE,NA,"1172255062569160708",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","LagralaneG",1,FALSE,FALSE,NA,NA
"647","I had such a fantastic day hosting our #BeEqual conference today. Speakers were all just awesome and the audience s… https://t.co/8zVEO4eWca",FALSE,2,NA,2019-09-12 21:05:35,TRUE,NA,"1172254957308907523",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","MarionClelland",1,FALSE,FALSE,NA,NA
"648","Jazzy and Kettle is a #childrens #book that tells the story of two new friends who go for an #adventure in the wood… https://t.co/mEeqp6ufYL",FALSE,0,NA,2019-09-12 21:05:02,TRUE,NA,"1172254816220909570",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","WriteIntoPrint",0,FALSE,FALSE,NA,NA
"649","Inclusion still isn't working for many women of color https://t.co/CCCMwY40vI #DiversityandInclusion #Diversity… https://t.co/NdYA2mwmTl",FALSE,1,NA,2019-09-12 21:05:01,TRUE,NA,"1172254814333472771",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","jamesewright",0,FALSE,FALSE,NA,NA
"650","When it comes to diversity, businesses are prioritizing hiring diverse individuals now, more than ever. Join Humant… https://t.co/LVh4hhAKye",FALSE,0,NA,2019-09-12 21:04:43,TRUE,NA,"1172254735744806913",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","thenexthr",0,FALSE,FALSE,NA,NA
"651","ASTTBC along with partners @EngGeoBC &amp; @ACECBC are working to increase the participation of women in the engineerin… https://t.co/OcBKEsEQXr",FALSE,5,NA,2019-09-12 21:01:32,TRUE,NA,"1172253936050409480",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ASTTBC",4,FALSE,FALSE,NA,NA
"652","Check out this free webcast where @BlueOceanBrain CEO Claire Herring and I discuss what companies need to know to e… https://t.co/tKvBPLwQM8",FALSE,0,NA,2019-09-12 21:01:02,TRUE,NA,"1172253811903205385",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","twiffanyjana",0,FALSE,FALSE,NA,NA
"653","As our workforce landscape becomes progressively more dynamic, here are 5 ways #AI brings #diversity to the modern… https://t.co/z6W5cISIMK",FALSE,0,NA,2019-09-12 21:00:58,TRUE,NA,"1172253792856870917",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","CEOusc",0,FALSE,FALSE,NA,NA
"654","Earlier this week we were joined by a group of leading women in the workforce industry where we collaborated on… https://t.co/akencL5WF3",FALSE,10,NA,2019-09-12 21:00:41,TRUE,NA,"1172253723525046272",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","PontoonSolution",0,FALSE,FALSE,NA,NA
"655","When it comes to diversity, businesses are prioritizing hiring diverse individuals now, more than ever. Join… https://t.co/k6pf9GozSF",FALSE,0,NA,2019-09-12 21:00:15,TRUE,NA,"1172253615333003269",NA,"<a href=""https://www.oktopost.com"" rel=""nofollow"">Oktopost</a>","HRdotcom",0,FALSE,FALSE,NA,NA
"656","How do you create a more diverse &amp; inclusive workplace? #Technology may be the answer. Listen to the @HRHappyHour… https://t.co/bdGZfdTojr",FALSE,2,NA,2019-09-12 21:00:14,TRUE,NA,"1172253607212867584",NA,"<a href=""https://www.spredfast.com/"" rel=""nofollow"">Spredfast app</a>","WhenWomenThrive",1,FALSE,FALSE,NA,NA
"657","The Nominating Committee for @EngGeoMB did a fantastic job this year, there are many qualified professional female… https://t.co/EBzEgE4Wnw",FALSE,6,NA,2019-09-12 20:59:19,TRUE,NA,"1172253379084673024",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dnedohinmacek",1,FALSE,FALSE,NA,NA
"658","I am so LATE to this report by @grndswell that highlights ways to close the #diversity gap in the… https://t.co/jWFv7GIqwT",FALSE,5,NA,2019-09-12 20:56:46,TRUE,NA,"1172252738748653570",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jholdsclawiv",1,FALSE,FALSE,NA,NA
"659","The Logan County Sheriff Department is currently building an eligibility list for Corrections Officer.
Pay: Part-Ti… https://t.co/uYwwtErFb0",FALSE,0,NA,2019-09-12 20:56:08,TRUE,NA,"1172252577683116034",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","NationalTesting",0,FALSE,FALSE,NA,NA
"660","Yes Ugo! A city won't become a #SmartCity if it doesn't meet the needs of *ALL* citizens —including older residents… https://t.co/d2foG016oV",FALSE,2,NA,2019-09-12 20:54:36,TRUE,NA,"1172252193082224641",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SmartCitiesL",3,FALSE,FALSE,NA,NA
"661","#whywenetwork ?

Under the beautiful arches of the Galleria Italia in the Art Gallery of Ontario, our Dream Network… https://t.co/jiL2TFhb0a",FALSE,1,NA,2019-09-12 20:54:30,TRUE,NA,"1172252166825938946",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","MsBizWiz",0,FALSE,FALSE,NA,NA
"662","Cheers to the Port of San Diego for its diversity and inclusion efforts https://t.co/VfcCAL4qjq @sddowntownnews… https://t.co/4Sjz9MWZiz",FALSE,0,NA,2019-09-12 20:53:01,TRUE,NA,"1172251793067270145",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","tmi_consulting",0,FALSE,FALSE,NA,NA
"663","Productive meeting tonight with some of our committee members! Watch this space, we've got some exciting plans for… https://t.co/QqpPJ6kvD3",FALSE,12,NA,2019-09-12 20:52:45,TRUE,NA,"1172251724578459653",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LlanelliPride",2,FALSE,FALSE,NA,NA
"664","@vonderleyen #Diversity my arse!",FALSE,1,"vonderleyen",2019-09-12 20:52:15,FALSE,"1172165507451146246","1172251599982514176","1146329871418843136","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","grumpytrouserz",0,FALSE,FALSE,NA,NA
"665","Happy 10th anniversary,<U+2069> <U+2066>@kpeastbayarea<U+2069> Salud en Espanol Clinic! Congrats to all of  you for the vision, and than… https://t.co/shtIkzL0NX",FALSE,3,NA,2019-09-12 20:51:18,TRUE,NA,"1172251362631049217",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ZivTali",0,FALSE,FALSE,NA,NA
"666","Join my Unity &amp; World Peace Movement. <U+0001F30F><U+2764><U+FE0F><U+0001F64F><U+0001F3FE>

#krushia #kindness #worldpeaceday #diversity #diversityandinclusion… https://t.co/rWJ6wTvL8Z",FALSE,0,NA,2019-09-12 20:50:19,TRUE,NA,"1172251113619382275",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","katmc1972",0,FALSE,FALSE,"-117.595","33.6415"
"667","Mark it Down! Stellar Opportunity for Early Stage Investigators Interested in #HealthEquity #Diversity… https://t.co/Qr1364lSBq",FALSE,6,NA,2019-09-12 20:49:47,TRUE,NA,"1172250980555067407",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","UWICTR",1,FALSE,FALSE,NA,NA
"668","You can't spell DISCORD without DISCO!

I'm launching a channel to host a community interested in #inclusion,… https://t.co/wjKJxMa9v4",FALSE,20,NA,2019-09-12 20:49:04,TRUE,NA,"1172250801005309953",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Darker_Hue",3,FALSE,FALSE,NA,NA
"669","My POV: a major challenge to #diversity and #inclusion is traditioñal #HR. It's incredibly challenging to hire ""out… https://t.co/vIh0V3MNQc",FALSE,0,NA,2019-09-12 20:48:27,TRUE,NA,"1172250644616556544",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","DortchOnIT",0,FALSE,FALSE,NA,NA
"670","@nicosantos @bowenyang Sooo what.! If THIS is your idea of “Diversity” you are doing it WRONG!
#Diversity isn’t col… https://t.co/Cq7xYrRvJ9",FALSE,1,"nicosantos",2019-09-12 20:47:54,TRUE,"1172200385273982976","1172250503616638976","110883283","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TraceyM72",0,FALSE,FALSE,NA,NA
"671","At Roush we offer a unique opportunity for you to be a contributing factor to our long term growth! We are currentl… https://t.co/AB1UqUlqn8",FALSE,1,NA,2019-09-12 20:47:24,TRUE,NA,"1172250380748623881",NA,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>","WorkAtRoush",0,FALSE,FALSE,"-83.3527097","42.36837"
"672","Wow. This is great news. Wonder who else will follow suit?! #diversity #rightthingtodo https://t.co/88dn08iagU",FALSE,10,NA,2019-09-12 20:43:32,FALSE,NA,"1172249405791059968",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","HeleneStanway",1,FALSE,FALSE,NA,NA
"673","Thanks @DollyChugh for an inspiring talk today. Our discussion about The Person You Mean To Be was awesome! A recor… https://t.co/ouTyGijFp6",FALSE,0,NA,2019-09-12 20:43:03,TRUE,NA,"1172249284672131077",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","leilanimarkets",0,FALSE,FALSE,NA,NA
"674","Hyper-smart + thoughtful conversation between @TiffanyMMoore @CTATech and Chrissy Johnson @QuickenLoans on how a di… https://t.co/9tvHP0VdoD",FALSE,4,NA,2019-09-12 20:40:01,TRUE,NA,"1172248519446532115",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mpetricone",0,FALSE,FALSE,NA,NA
"675","Thoughtexchange Transform Vancouver is going off!  The second 5 minutes of fame with @ryanmckee @Rosalie_Sheldon… https://t.co/66dx2kgQr5",FALSE,0,NA,2019-09-12 20:39:10,TRUE,NA,"1172248306682081280",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","JaymeSmithers",0,FALSE,FALSE,NA,NA
"676","Well done that man whoever you are <U+0001F44F><U+0001F44F> They  best not come knocking on my door...you have been warned
I will vote… https://t.co/0UXSRzvpOz",FALSE,6,NA,2019-09-12 20:37:50,TRUE,NA,"1172247973771788288",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Shaz_Barnett",5,FALSE,FALSE,NA,NA
"677","Great article  describing the need for systemic support for #diversity students in #college. Thank you  Professor M… https://t.co/nSN1FK0JyI",FALSE,0,NA,2019-09-12 20:36:17,TRUE,NA,"1172247583500185600",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","sheilamadden",0,FALSE,FALSE,NA,NA
"678","5 Tips: How to Thrive at a New Company! #Nestle #Diversity #Tips #Development https://t.co/kuTkF8ap11",FALSE,0,NA,2019-09-12 20:32:51,FALSE,NA,"1172246716239810567",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Kaitlynsullins",0,FALSE,FALSE,NA,NA
"679","Empowerment 
#DiverseToons
#BeSeenBeHeard 
#Diversity 
#Animation 
#DiversityAndInclusion 
#DiversityMatters 
#TBT… https://t.co/gEvwxz5WP4",FALSE,2,NA,2019-09-12 20:32:01,TRUE,NA,"1172246506608504832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DiverseToons",2,FALSE,FALSE,NA,NA
"680","Today, we are working hard to finish our ‘All About Me’ posters. We are learning to recognize that we are all uniqu… https://t.co/f7BgFaToCc",FALSE,2,NA,2019-09-12 20:31:30,TRUE,NA,"1172246378472509442",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MrsBudwal",0,FALSE,FALSE,NA,NA
"681","Glanced at the #GISPro2019 pre-conference attendee list: 42 US states, 6 Canadian provinces and 7 additional countr… https://t.co/LTp969o8ze",FALSE,1,NA,2019-09-12 20:30:42,TRUE,NA,"1172246178274168832",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","URISA",2,FALSE,FALSE,NA,NA
"682","Create an event environment where all attendees feel welcome and valued. Learn how here: https://t.co/j3i3Beh7m4… https://t.co/EAKLVNcUvJ",FALSE,1,NA,2019-09-12 20:30:03,TRUE,NA,"1172246013526122496",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","eventarchus",0,FALSE,FALSE,NA,NA
"683","Super psyched for @bowenyang to be on @nbcsnl! It’s about time Asians were represented! Maybe I’ll be the first fem… https://t.co/zoW0jmNYWG",FALSE,0,NA,2019-09-12 20:28:47,TRUE,NA,"1172245696474439681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kliu5737",0,FALSE,FALSE,NA,NA
"684","Can you recommend anyone for this job in #Indianapolis, IN? https://t.co/K2koxyy2Y1 #diversity",FALSE,0,NA,2019-09-12 20:27:45,FALSE,NA,"1172245435626545152",NA,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>","ULG_Staffing",0,FALSE,FALSE,NA,NA
"685","@cloggedatoilet @DiscoxBloodbath Amazing how Palestinian Nationalists are constantly falsely accusing Israel of doi… https://t.co/Y215lcwame",FALSE,14,"cloggedatoilet",2019-09-12 20:26:21,TRUE,"1172121356785410049","1172245081656614919","1046910223317905408","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TeddyorBiff",0,FALSE,FALSE,NA,NA
"686","@1mind4research @PJK4brainhealth @AskForHelp @@DomingoHerraiz @ItaiDanovitch Thank you for the work, effort and pro… https://t.co/H6xKnpBJMU",FALSE,2,"1mind4research",2019-09-12 20:24:10,TRUE,NA,"1172244534362701824","539221264","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DocAnitaGupta",1,FALSE,FALSE,NA,NA
"687","@vdare ~ #diversity is nonsense. put your kids in #private schools so they don't have to 'mingle' with people from… https://t.co/WG4f9jQXFv",FALSE,10,"vdare",2019-09-12 20:23:04,TRUE,"1172243659548430337","1172244255630417926","27522964","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bio_econ",0,FALSE,FALSE,NA,NA
"688","In conclusio... #SatanEnjoysChickFila #SatanEnjoysSeries #comedy #documentary #adultswim #beelzebub #diversity… https://t.co/d6qQGXy30V",FALSE,0,NA,2019-09-12 20:23:01,TRUE,NA,"1172244243051663360",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","MONTIKILLA",0,FALSE,FALSE,"-73.98170968","40.75855387"
"689","""The strength of our union has never been found in the walls we build. It's in our #diversity and our #unity and th… https://t.co/NLbcdrVtgv",FALSE,5,NA,2019-09-12 20:23:00,TRUE,NA,"1172244238052003843",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","the_female_lead",0,FALSE,FALSE,NA,NA
